Entity Name,Entity ID,Fiscal Year,Annual Required Contributions (ARC),Contributions Made,Percentage of ARC Recognized (%)
Madera Irrigation District 401(k) Pension Plan,8295,20062007,81745,81745,100%
Madera Irrigation District 401(k) Pension Plan,8295,20052006,76168,76168,100%
Madera Irrigation District 401(k) Pension Plan,8295,20042005,80964,80964,100%
Madera Irrigation District 401(k) Pension Plan,8295,20032004,85097,85097,100%
Madera Irrigation District 401(k) Pension Plan,8295,20022003,0,86362,100%
Marin County Employees' Retirement Association,7264,20152016,78049814,78049814,100%
Marin County Employees' Retirement Association,7264,20142015,72867357,72867357,100%
Marin County Employees' Retirement Association,7264,20132014,74396755,74396755,100%
Marin County Employees' Retirement Association,7264,20122013,70853386,103016915,145%
Marin County Employees' Retirement Association,7264,20112012,66189220,66189220,100%
Marin County Employees' Retirement Association,7264,20102011,66256762,66256762,100%
Marin County Employees' Retirement Association,7264,20092010,56270346,56270346,100%
Marin County Employees' Retirement Association,7264,20082009,58090000,54555518,94%
Marin County Employees' Retirement Association,7264,20072008,50117000,58089688,116%
Marin County Employees' Retirement Association,7264,20062007,50117033,50117033,100%
Marin County Employees' Retirement Association,7264,20052006,32081000,43626549,136%
Marin County Employees' Retirement Association,7264,20042005,30877000,32080873,104%
Marin County Employees' Retirement Association,7264,20032004,26891000,26890964,100%
Marin County Transit District 401 (a) Plan,12813,20152016,0,175923,NULL
Mendocino County Employees' Retirement Association,7265,20152016,19129191,19129191,100%
Mendocino County Employees' Retirement Association,7265,20142015,15164044,15164044,100%
Mendocino County Employees' Retirement Association,7265,20132014,14324752,14324752,100%
Mendocino County Employees' Retirement Association,7265,20122013,14260473,14260473,100%
Mendocino County Employees' Retirement Association,7265,20112012,11811076,11811076,100%
Mendocino County Employees' Retirement Association,7265,20102011,9553955,9553955,100%
Mendocino County Employees' Retirement Association,7265,20092010,9571000,8238310,86%
Mendocino County Employees' Retirement Association,7265,20082009,6046000,8561368,142%
Mendocino County Employees' Retirement Association,7265,20072008,7232000,7269154,101%
Mendocino County Employees' Retirement Association,7265,20062007,7533000,7231002,96%
Mendocino County Employees' Retirement Association,7265,20052006,4996000,6463725,129%
Mendocino County Employees' Retirement Association,7265,20042005,3221000,3806222,118%
Mendocino County Employees' Retirement Association,7265,20032004,4158000,4220141,101%
Mendocino County Employees' Retirement Association,7265,20022003,6663000,82960397,1245%
Merced County Employees' Retirement Association,7266,20152016,56617000,56617088,100%
Merced County Employees' Retirement Association,7266,20142015,0,52005656,NULL
Merced County Employees' Retirement Association,7266,20132014,43784000,48032338,110%
Merced County Employees' Retirement Association,7266,20122013,40263000,43783663,109%
Merced County Employees' Retirement Association,7266,20112012,36662000,40262881,110%
Merced County Employees' Retirement Association,7266,20102011,29137000,36662122,126%
Merced County Employees' Retirement Association,7266,20092010,27883000,29136704,104%
Merced County Employees' Retirement Association,7266,20082009,23751000,27882650,117%
Merced County Employees' Retirement Association,7266,20072008,23232000,23751437,102%
Merced County Employees' Retirement Association,7266,20062007,14750000,23232099,158%
Merced County Employees' Retirement Association,7266,20052006,8931000,14749934,165%
Merced County Employees' Retirement Association,7266,20042005,7269000,8930842,123%
Merced County Employees' Retirement Association,7266,20032004,7201000,7268826,101%
Merced County Employees' Retirement Association,7266,20022003,7731000,7200728,93%
Modesto Irrigation District Basic Retirement Plan,7186,20152016,12057226,12119917,101%
Modesto Irrigation District Basic Retirement Plan,7186,20142015,13163799,13220883,100%
Modesto Irrigation District Basic Retirement Plan,7186,20132014,13233795,13463210,102%
Modesto Irrigation District Basic Retirement Plan,7186,20122013,11164413,11349000,102%
Modesto Irrigation District Basic Retirement Plan,7186,20112012,10918743,10961544,100%
Modesto Irrigation District Basic Retirement Plan,7186,20102011,10440020,10481995,100%
Modesto Irrigation District Basic Retirement Plan,7186,20092010,9602325,9680005,101%
Modesto Irrigation District Basic Retirement Plan,7186,20082009,8009420,7380000,92%
Modesto Irrigation District Basic Retirement Plan,7186,20072008,7490461,7950000,106%
Modesto Irrigation District Basic Retirement Plan,7186,20062007,8266750,8266750,100%
Modesto Irrigation District Basic Retirement Plan,7186,20052006,7539617,7539617,100%
Modesto Irrigation District Basic Retirement Plan,7186,20042005,4187340,1000000,24%
Modesto Irrigation District Basic Retirement Plan,7186,20032004,5275446,5764532,109%
Modesto Irrigation District Basic Retirement Plan,7186,20022003,2717673,3691915,136%
Modesto Irrigation District Supplemental Retirement Plan,7195,20152016,0,2236789,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20142015,0,1915025,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20132014,0,1877046,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20122013,0,1709776,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20112012,0,1668082,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20102011,0,1674302,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20092010,0,1715700,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20082009,,1758868,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20072008,,1642591,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20062007,,1597109,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20052006,,1554736,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20042005,0,1542642,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20032004,0,1413428,NULL
Modesto Irrigation District Supplemental Retirement Plan,7195,20022003,,1298682,NULL
North of the River Recreation and Park District Pension Trust Fund,7152,20072008,,0,NULL
North of the River Recreation and Park District Pension Trust Fund,7152,20062007,0,0,NULL
North of the River Recreation and Park District Pension Trust Fund,7152,20052006,281468,281468,100%
North of the River Recreation and Park District Pension Trust Fund,7152,20042005,265343,265343,100%
North of the River Recreation and Park District Pension Trust Fund,7152,20032004,299114,299114,100%
North of the River Recreation and Park District Pension Trust Fund,7152,20022003,299259,299259,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20152016,,0,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20142015,,0,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20132014,,0,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20122013,,0,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20112012,,0,0%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20102011,,244568,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20092010,,294422,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20082009,,293480,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20072008,,307052,100%
Public Agency Retirement System Defined Benefit Plans,7215,20042005,96817539,96817539,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20062007,,249368,NULL
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20052006,216610,216610,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20042005,218133,218133,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20032004,191325,191325,100%
North Tahoe Public Utility District Money Purchase Pension Plan,7169,20022003,180706,180706,100%
Orange County Employees' Retirement System,7267,20152016,502886000,571298000,114%
Orange County Employees' Retirement System,7267,20142015,476320000,625520000,131%
Orange County Employees' Retirement System,7267,20132014,426020000,427095000,100%
Orange County Employees' Retirement System,7267,20122013,406521000,406805000,100%
Orange County Employees' Retirement System,7267,20112012,387585000,387585000,100%
Orange County Employees' Retirement System,7267,20102011,372437106,372437106,100%
Orange County Employees' Retirement System,7267,20092010,338386973,338386973,100%
Orange County Employees' Retirement System,7267,20082009,360209434,360209434,100%
Orange County Employees' Retirement System,7267,20072008,326736000,326736357,100%
Orange County Employees' Retirement System,7267,20062007,277368000,277368459,100%
Orange County Employees' Retirement System,7267,20052006,227892000,226129626,99%
Orange County Employees' Retirement System,7267,20042005,194430000,194430000,100%
Orange County Employees' Retirement System,7267,20032004,124243000,124243000,100%
Orange County Employees' Retirement System,7267,20022003,12991000,12991000,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20152016,3875071,3875071,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20142015,3500504,3500504,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20132014,3503635,3503635,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20122013,3326324,3326324,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20112012,3376010,3376010,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20102011,3272230,3272230,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20092010,2959581,2959581,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20082009,2815071,2815071,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20072008,2430198,2430198,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20062007,2237545,2237545,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20052006,2024145,2024145,100%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20042005,1921806,1977587,103%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20032004,1942942,1981882,102%
Orange County Water District Money Purchase and Cash Balance Retirement Plans,7179,20022003,1932655,1932655,100%
Palm Springs Aerial Tramway Restated Pension Plan,11123,20122013,,396000,NULL
Palm Springs Aerial Tramway Restated Pension Plan,11123,20112012,421948,432000,102%
Palm Springs Aerial Tramway Restated Pension Plan,11123,20102011,426454,426454,100%
PARS Participant Directed Investment Program Trust,10523,20152016,0,4789042,NULL
PARS Participant Directed Investment Program Trust,10523,20142015,0,3994322,NULL
PARS Participant Directed Investment Program Trust,10523,20132014,0,3297523,NULL
PARS Participant Directed Investment Program Trust,10523,20122013,0,2676469,NULL
PARS Participant Directed Investment Program Trust,10523,20112012,0,3069621,NULL
PARS Participant Directed Investment Program Trust,10523,20102011,,2561853,NULL
PARS Participant Directed Investment Program Trust,10523,20092010,,2830607,NULL
Sacramento County Employees' Retirement System,7268,20052006,154052000,132708000,86%
PARS Participant Directed Investment Program Trust,10523,20082009,,2006140,NULL
Public Agency Retirement System,7217,20152016,0,14119603,NULL
Public Agency Retirement System,7217,20142015,0,13410206,NULL
Public Agency Retirement System,7217,20132014,,11698321,NULL
Public Agency Retirement System,7217,20122013,,12620784,NULL
Public Agency Retirement System,7217,20112012,0,12609156,NULL
Public Agency Retirement System,7217,20102011,0,14722645,NULL
Public Agency Retirement System,7217,20092010,,16895412,NULL
Public Agency Retirement System,7217,20082009,,11758313,NULL
Public Agency Retirement System,7217,20072008,0,23068827,NULL
Public Agency Retirement System,7217,20062007,0,18741854,NULL
Public Agency Retirement System,7217,20052006,0,17256259,NULL
Public Agency Retirement System,7217,20042005,0,16847429,NULL
Public Agency Retirement System,7217,20032004,0,17363560,NULL
Public Agency Retirement System,7217,20022003,0,19011161,NULL
Public Agency Retirement System Defined Benefit Plans,7215,20152016,596978,35777808,5993%
Public Agency Retirement System Defined Benefit Plans,7215,20142015,350646,49207184,14033%
Public Agency Retirement System Defined Benefit Plans,7215,20132014,350646,38770259,11057%
Public Agency Retirement System Defined Benefit Plans,7215,20122013,653649,45238513,6921%
Public Agency Retirement System Defined Benefit Plans,7215,20112012,653649,36939676,5651%
Public Agency Retirement System Defined Benefit Plans,7215,20102011,63359,52281704,82517%
Public Agency Retirement System Defined Benefit Plans,7215,20092010,63359,31516427,49743%
Public Agency Retirement System Defined Benefit Plans,7215,20082009,712017,55283418,7764%
Public Agency Retirement System Defined Benefit Plans,7215,20072008,712017,77505910,10885%
Public Agency Retirement System Defined Benefit Plans,7215,20062007,7551642,83334645,1104%
Public Agency Retirement System Defined Benefit Plans,7215,20052006,7551642,92523924,1225%
Public Agency Retirement System Defined Benefit Plans,7215,20032004,69621079,69621079,100%
Public Agency Retirement System Defined Benefit Plans,7215,20022003,36451892,36451892,100%
Sacramento County Employees' Retirement System,7268,20152016,209020000,209020000,100%
Sacramento County Employees' Retirement System,7268,20142015,222959000,222959000,100%
Sacramento County Employees' Retirement System,7268,20132014,210503000,210503000,100%
Sacramento County Employees' Retirement System,7268,20122013,189664000,189664000,100%
Sacramento County Employees' Retirement System,7268,20112012,179099000,179099000,100%
Sacramento County Employees' Retirement System,7268,20102011,182921000,182921000,100%
Sacramento County Employees' Retirement System,7268,20092010,167142000,167142000,100%
Sacramento County Employees' Retirement System,7268,20082009,177011000,177011000,100%
Sacramento County Employees' Retirement System,7268,20072008,167055000,167055000,100%
Sacramento County Employees' Retirement System,7268,20062007,156805000,156805000,100%
Sacramento County Employees' Retirement System,7268,20042005,529618000,529618000,100%
Sacramento County Employees' Retirement System,7268,20032004,119144097,119144097,100%
Sacramento County Employees' Retirement System,7268,20022003,52840790,52840790,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20152016,10447190,10447190,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20142015,10343620,10343620,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20132014,9711107,9711107,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20122013,8693568,8693568,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20112012,7884551,7884551,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20102011,6809247,6809060,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20092010,7425798,7425798,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20082009,6937170,6937170,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20072008,7680725,7680725,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20062007,7088212,7088212,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20052006,6227478,6227478,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20042005,4536019,4536019,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20032004,3881744,3881744,100%
Sacramento Regional Transit District Contract Employees' Retirement Plan,7164,20022003,4515243,3422043,76%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20152016,7576866,7576866,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20142015,7335308,7335308,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20132014,6609083,6609083,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20122013,5799546,5799546,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20112012,4579907,4579907,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20102011,3717655,3717655,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20092010,4268586,4268586,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20082009,3819900,3819900,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20072008,4132017,4132017,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20062007,3694380,3694380,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20052006,2564069,2564069,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20042005,2510204,2510204,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20032004,1975790,1975790,100%
Sacramento Regional Transit District Salaried Employees' Retirement Plan,7165,20022003,2887228,2044485,71%
San Bernardino County Employees' Retirement Association,7269,20152016,340512000,340512000,100%
San Bernardino County Employees' Retirement Association,7269,20142015,315240000,315240000,100%
San Bernardino County Employees' Retirement Association,7269,20132014,330330400,330330000,100%
San Bernardino County Employees' Retirement Association,7269,20122013,303080000,303080000,100%
San Bernardino County Employees' Retirement Association,7269,20112012,278091000,278091000,100%
San Bernardino County Employees' Retirement Association,7269,20102011,258128000,258128000,100%
San Bernardino County Employees' Retirement Association,7269,20092010,243773000,243773000,100%
San Bernardino County Employees' Retirement Association,7269,20082009,246232000,246232000,100%
San Bernardino County Employees' Retirement Association,7269,20072008,241721000,241721000,100%
San Bernardino County Employees' Retirement Association,7269,20062007,239857000,239857000,100%
San Bernardino County Employees' Retirement Association,7269,20052006,197343000,197343000,100%
San Bernardino County Employees' Retirement Association,7269,20042005,161906000,161906000,100%
San Bernardino County Employees' Retirement Association,7269,20032004,652325000,652325000,100%
San Bernardino County Employees' Retirement Association,7269,20022003,68361000,68361000,100%
San Diego City Employees' Retirement System,7246,20152016,272966000,278047104,102%
San Diego City Employees' Retirement System,7246,20142015,281723000,290524837,103%
San Diego City Employees' Retirement System,7246,20132014,292200000,299954572,103%
San Diego City Employees' Retirement System,7246,20122013,246900000,246942509,100%
San Diego City Employees' Retirement System,7246,20112012,247600000,247600000,100%
San Diego City Employees' Retirement System,7246,20102011,244900000,245097536,100%
San Diego City Employees' Retirement System,7246,20092010,164400000,207333573,126%
San Diego City Employees' Retirement System,7246,20082009,172000000,172849549,100%
San Diego City Employees' Retirement System,7246,20072008,146800000,175000938,119%
San Diego City Employees' Retirement System,7246,20062007,172900000,181388065,105%
San Diego City Employees' Retirement System,7246,20052006,169736000,361757031,213%
San Diego City Employees' Retirement System,7246,20042005,102427000,227555294,222%
San Diego City Employees' Retirement System,7246,20032004,102427000,165738428,162%
San Diego City Employees' Retirement System,7246,20022003,83926176,109080230,130%
San Diego Community College District Social Security Alternative Plan,7213,20152016,0,675202,NULL
San Diego Community College District Social Security Alternative Plan,7213,20142015,0,490485,NULL
San Diego Community College District Social Security Alternative Plan,7213,20132014,,540035,NULL
San Diego Community College District Social Security Alternative Plan,7213,20122013,,471776,NULL
San Diego Community College District Social Security Alternative Plan,7213,20112012,,491138,NULL
San Diego Community College District Social Security Alternative Plan,7213,20102011,,517790,NULL
San Diego Community College District Social Security Alternative Plan,7213,20092010,0,490277,NULL
San Diego Community College District Social Security Alternative Plan,7213,20082009,0,683369,NULL
San Diego Community College District Social Security Alternative Plan,7213,20072008,,569247,NULL
San Diego Community College District Social Security Alternative Plan,7213,20062007,,495924,NULL
San Diego Community College District Social Security Alternative Plan,7213,20052006,,428454,145%
San Diego Community College District Social Security Alternative Plan,7213,20042005,,389481,NULL
San Diego Community College District Social Security Alternative Plan,7213,20032004,0,380314,NULL
San Diego Community College District Social Security Alternative Plan,7213,20022003,0,468890,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20152016,,1119403,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20142015,0,972327,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20132014,,1104145,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20122013,,1360739,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20112012,0,1430782,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20102011,0,1395353,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20092010,0,1442996,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20082009,,1281033,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20072008,,1236871,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20062007,,1243958,100%
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20052006,,1176970,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20042005,0,1179576,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20032004,0,1153819,NULL
San Diego Convention Center Corporation Money Purchase Pension Plan,7201,20022003,,1051776,NULL
San Diego County Employees' Retirement Association,7270,20152016,382753480,405586120,106%
San Diego County Employees' Retirement Association,7270,20142015,386041000,414771256,107%
San Diego County Employees' Retirement Association,7270,20132014,353841125,394698023,112%
San Diego County Employees' Retirement Association,7270,20122013,298128000,357893100,120%
San Diego County Employees' Retirement Association,7270,20112012,274106000,334810375,122%
San Diego County Employees' Retirement Association,7270,20102011,205799000,303809437,148%
San Diego County Employees' Retirement Association,7270,20092010,188414000,257896481,137%
San Diego County Employees' Retirement Association,7270,20082009,219635000,291247665,133%
San Diego County Employees' Retirement Association,7270,20072008,236763000,305478409,129%
San Diego County Employees' Retirement Association,7270,20062007,231300000,278933228,121%
San Diego County Employees' Retirement Association,7270,20052006,203700000,285460292,140%
San Diego County Employees' Retirement Association,7270,20042005,259988087,280266788,108%
San Diego County Employees' Retirement Association,7270,20032004,194970000,662482608,340%
San Diego County Employees' Retirement Association,7270,20022003,0,616112726,100%
San Diego Data Processing Corporation Money Purchase Plan,7203,20142015,0,0,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20132014,,351,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20122013,,2513319,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20112012,,3437408,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20102011,0,3684888,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20092010,0,3908026,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20082009,,3719473,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20072008,0,3565136,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20062007,,3392566,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20052006,,3322393,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20042005,,3776971,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20032004,,4489643,NULL
San Diego Data Processing Corporation Money Purchase Plan,7203,20022003,,6391123,NULL
San Diego Housing Commission Money Purchase Pension Plan,10355,20152016,439346,439346,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20142015,405941,405941,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20132014,388607,388657,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20122013,370947,370947,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20112012,338290,338290,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20102011,724848,724896,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20092010,655228,655228,100%
San Diego Housing Commission Money Purchase Pension Plan,10355,20082009,,22837,NULL
San Diego Housing Commission Pension Plan,7216,20152016,2591842,2430528,94%
San Diego Housing Commission Pension Plan,7216,20142015,2316145,2221432,96%
San Diego Housing Commission Pension Plan,7216,20132014,2283004,2255693,99%
San Diego Housing Commission Pension Plan,7216,20122013,2217003,2100573,95%
San Diego Housing Commission Pension Plan,7216,20112012,2063362,2051766,99%
San Diego Housing Commission Pension Plan,7216,20102011,1979125,1979125,100%
San Diego Housing Commission Pension Plan,7216,20092010,1850506,1850506,100%
San Diego Housing Commission Pension Plan,7216,20082009,,1703304,NULL
San Diego Housing Commission Pension Plan,7216,20072008,,1610959,NULL
San Diego Housing Commission Pension Plan,7216,20062007,,1592439,NULL
San Diego Housing Commission Pension Plan,7216,20052006,,1548413,133%
San Diego Housing Commission Pension Plan,7216,20042005,,1540069,100%
San Diego Housing Commission Pension Plan,7216,20032004,,1556924,NULL
San Diego Housing Commission Pension Plan,7216,20022003,,1561513,NULL
San Diego Supplemental Pension Savings Plan,7254,20152016,,27173944,NULL
San Diego Supplemental Pension Savings Plan,7254,20142015,0,24070340,NULL
San Diego Supplemental Pension Savings Plan,7254,20132014,0,21754515,NULL
San Diego Supplemental Pension Savings Plan,7254,20122013,0,19687200,NULL
San Diego Supplemental Pension Savings Plan,7254,20112012,0,19074365,NULL
San Diego Supplemental Pension Savings Plan,7254,20102011,0,15457810,NULL
San Diego Supplemental Pension Savings Plan,7254,20092010,0,16581036,NULL
San Diego Supplemental Pension Savings Plan,7254,20082009,0,23746106,NULL
San Diego Supplemental Pension Savings Plan,7254,20062007,,23372000,NULL
San Diego Supplemental Pension Savings Plan,7254,20052006,,24621768,NULL
San Diego Supplemental Pension Savings Plan,7254,20042005,,24794024,NULL
San Diego Supplemental Pension Savings Plan,7254,20032004,,24160233,NULL
San Diego Supplemental Pension Savings Plan,7254,20022003,0,24123347,NULL
San Diego Transit Corporation Employees' Retirement Plan,7200,20152016,12054068,10711282,89%
San Diego Transit Corporation Employees' Retirement Plan,7200,20142015,11352628,11352628,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20132014,12628190,12628190,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20122013,10957255,10957255,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20112012,10024769,10024769,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20102011,7753347,7753347,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20092010,5674021,5674021,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20082009,5272088,5275088,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20072008,4655668,4655668,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20062007,4575781,4575781,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20052006,3996981,3996981,100%
San Diego Transit Corporation Employees' Retirement Plan,7200,20042005,7231698,76282336,1055%
San Diego Transit Corporation Employees' Retirement Plan,7200,20032004,6017793,5492793,91%
San Diego Transit Corporation Employees' Retirement Plan,7200,20022003,3144637,3669637,117%
San Francisco City and County Employees' Retirement System,7247,20152016,526805000,526805229,100%
San Francisco City and County Employees' Retirement System,7247,20142015,592643000,592643089,100%
San Francisco City and County Employees' Retirement System,7247,20132014,532881650,532881650,100%
San Francisco City and County Employees' Retirement System,7247,20122013,442870666,442870666,100%
San Francisco City and County Employees' Retirement System,7247,20112012,410797000,410797825,100%
San Francisco City and County Employees' Retirement System,7247,20102011,308823546,308822546,100%
San Francisco City and County Employees' Retirement System,7247,20092010,223613817,223613817,100%
San Francisco City and County Employees' Retirement System,7247,20082009,119750000,119749968,100%
San Francisco City and County Employees' Retirement System,7247,20072008,128662000,134059918,104%
San Francisco City and County Employees' Retirement System,7247,20062007,128099000,132601568,104%
San Francisco City and County Employees' Retirement System,7247,20052006,141816000,126533674,89%
San Francisco City and County Employees' Retirement System,7247,20042005,95427000,83663366,88%
San Francisco City and County Employees' Retirement System,7247,20032004,0,0,NULL
San Francisco City and County Employees' Retirement System,7247,20022003,0,0,0%
San Joaquin County Employees' Retirement Association,7271,20152016,150371556,150371556,100%
San Joaquin County Employees' Retirement Association,7271,20142015,136686133,136686133,100%
San Joaquin County Employees' Retirement Association,7271,20132014,119494319,119494319,100%
San Joaquin County Employees' Retirement Association,7271,20122013,108062510,108062510,100%
San Joaquin County Employees' Retirement Association,7271,20112012,112891701,112891701,100%
San Joaquin County Employees' Retirement Association,7271,20102011,104451673,104451673,100%
San Joaquin County Employees' Retirement Association,7271,20092010,97805585,97805585,100%
San Joaquin County Employees' Retirement Association,7271,20082009,94162866,94162866,100%
San Joaquin County Employees' Retirement Association,7271,20072008,85686698,85868698,100%
San Joaquin County Employees' Retirement Association,7271,20062007,73611841,73611841,100%
San Joaquin County Employees' Retirement Association,7271,20052006,62508615,62508615,100%
San Joaquin County Employees' Retirement Association,7271,20042005,42688367,42688367,100%
San Joaquin County Employees' Retirement Association,7271,20032004,34784065,34784065,100%
San Joaquin County Employees' Retirement Association,7271,20022003,24974841,24974841,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20152016,1969558,1969558,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20142015,1702649,1702649,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20132014,1575951,1575951,100%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20122013,1429263,1393295,97%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20112012,1429263,1251779,88%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20102011,1458622,1242681,85%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20092010,1643144,1463888,89%
Turlock Irrigation District Pension Plan,7187,20112012,12396978,11346014,92%
San Joaquin Regional Transit District Contract Employees' Retirement Plan,7166,20082009,1612376,1407384,87%
